area__rucc,area__urban_influence,demo__birth_rate_per_1k,demo__death_rate_per_1k,demo__pct_adults_bachelors_or_higher,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_aged_65_years_and_older,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_below_18_years_of_age,demo__pct_female,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_excessive_drinking,health__pct_low_birthweight,health__pct_physical_inacticity,health__pop_per_dentist,health__pop_per_primary_care_physician,heart_disease_mortality_per_100k,row_id,yr
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",14.0,14.0,0.22963689892051034,0.08439646712463199,0.2404317958783121,0.4455348380765457,0.21,0.005,0.0,0.255,0.508,0.024,0.01,0.9570000000000001,Farm-dependent,0.5429999999999999,0.025,0.16,0.10400000000000001,10.0,14.82,0.299,0.191,0.083,0.205,0.08199999999999999,0.33799999999999997,1609.0,1350.0,198,3771,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,29.0,5.0,0.20821114369501464,0.0801564027370479,0.2942326490713587,0.41739980449657865,0.065,0.013999999999999999,0.027000000000000003,0.289,0.498,0.128,0.17,0.608,Federal/State government-dependent,0.33399999999999996,0.08199999999999999,0.19399999999999998,0.063,9.0,14.04,0.295,0.258,0.086,0.153,0.08199999999999999,0.265,989.0,2069.0,263,3774,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,7.0,9.0,0.3825301204819277,0.05923694779116465,0.2700803212851406,0.28815261044176704,0.17300000000000001,0.004,0.013999999999999999,0.217,0.506,0.019,0.013000000000000001,0.9390000000000001,Recreation,0.527,0.051,0.121,0.042,12.0,14.82,0.297,0.205,0.10800000000000001,0.147,0.062,0.226,1730.0,2000.0,248,3775,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,15.0,6.0,0.193158953722334,0.096579476861167,0.3631790744466801,0.3470824949698189,0.111,0.016,0.009000000000000001,0.303,0.491,0.099,0.006999999999999999,0.871,Mining-dependent,0.473,0.048,0.192,0.091,12.0,17.97,0.29100000000000004,0.179,0.09,0.135,0.09,0.244,1499.0,2099.0,266,3776,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",9.0,11.0,0.10300000000000001,0.239,0.381,0.27699999999999997,0.251,0.0,0.003,0.196,0.505,0.011000000000000001,0.002,0.9740000000000001,Recreation,0.466,0.08,0.228,0.07,13.0,14.82,0.322,0.205,0.152,0.147,0.086,0.336,1609.0,5099.0,318,3784,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,13.0,12.0,0.10657370517928287,0.296812749003984,0.4123505976095617,0.18426294820717126,0.16899999999999998,0.01,0.005,0.24100000000000002,0.52,0.011000000000000001,0.01,0.965,Nonspecialized,0.325,0.094,0.215,0.047,13.0,32.37,0.33399999999999996,0.293,0.14300000000000002,0.147,0.09,0.35200000000000004,3589.0,3539.0,374,3785,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",14.0,12.0,0.14893617021276595,0.20567375886524825,0.3789260385005066,0.2664640324214793,0.182,0.019,0.003,0.231,0.473,0.327,0.085,0.574,Nonspecialized,0.48700000000000004,0.043,0.278,0.15,9.0,18.91,0.28,0.316,0.102,0.147,0.076,0.264,7420.0,2529.0,314,3787,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",13.0,12.0,0.15748031496062992,0.16141732283464566,0.3681102362204725,0.312992125984252,0.182,0.005,0.0,0.25,0.513,0.006,0.008,0.983,Manufacturing-dependent,0.47,0.06,0.162,0.032,13.0,19.44,0.293,0.205,0.10099999999999999,0.147,0.057,0.303,7660.0,2959.0,278,3788,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,11.0,0.19246031746031747,0.12400793650793653,0.4523809523809524,0.2311507936507937,0.17800000000000002,0.0,0.006,0.222,0.515,0.01,0.013999999999999999,0.9570000000000001,Manufacturing-dependent,0.47700000000000004,0.048,0.175,0.07,14.0,19.2,0.303,0.19899999999999998,0.129,0.10800000000000001,0.079,0.261,2400.0,1529.0,270,3790,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",14.0,9.0,0.13026052104208416,0.18937875751503006,0.27655310621242485,0.4038076152304609,0.15,0.013999999999999999,0.005,0.273,0.5,0.366,0.009000000000000001,0.609,Nonspecialized,0.48200000000000004,0.05,0.255,0.121,13.0,19.31,0.262,0.195,0.073,0.11,0.08199999999999999,0.22399999999999998,1750.0,2469.0,230,3791,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",12.0,13.0,0.15634218289085547,0.1720747295968535,0.39921337266470014,0.272369714847591,0.207,0.0,0.01,0.24,0.527,0.035,0.317,0.624,Farm-dependent,0.363,0.08900000000000001,0.27699999999999997,0.099,12.0,30.67,0.321,0.174,0.138,0.147,0.09699999999999999,0.318,1809.0,969.0,321,3792,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,10.0,11.0,0.15590863952333667,0.09731876861966238,0.37735849056603776,0.3694141012909633,0.207,0.013000000000000001,0.003,0.228,0.488,0.069,0.0,0.909,Farm-dependent,0.5489999999999999,0.063,0.11199999999999999,0.09300000000000001,13.0,21.96,0.324,0.146,0.087,0.147,0.065,0.24600000000000002,1959.0,2580.0,224,3793,b
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,19.0,7.0,0.18063872255489025,0.3063872255489022,0.2315369261477046,0.281437125748503,0.09300000000000001,0.022000000000000002,0.016,0.313,0.47700000000000004,0.519,0.021,0.43,Manufacturing-dependent,0.523,0.033,0.281,0.095,12.0,23.68,0.33399999999999996,0.166,0.099,0.147,0.07,0.289,2530.0,1720.0,263,3795,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",11.0,11.0,0.15924826904055392,0.25914935707220577,0.34223541048466866,0.2393669634025717,0.161,0.0,0.0,0.264,0.515,0.098,0.23800000000000002,0.629,Nonspecialized,0.46,0.061,0.3,0.11800000000000001,13.0,22.39,0.33,0.273,0.115,0.147,0.085,0.3,10930.0,2219.0,306,3799,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",9.0,11.0,0.21206030150753769,0.10452261306532663,0.3236180904522613,0.35979899497487433,0.191,0.015,0.004,0.188,0.436,0.061,0.057999999999999996,0.868,Nonspecialized,0.465,0.034,0.145,0.075,11.0,14.82,0.336,0.125,0.107,0.138,0.06,0.298,3190.0,2159.0,273,3800,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,9.0,13.0,0.17061143984220906,0.1913214990138067,0.3826429980276134,0.25542406311637084,0.23800000000000002,0.006,0.003,0.18,0.509,0.017,0.0,0.9620000000000001,Recreation,0.42200000000000004,0.07400000000000001,0.304,0.11800000000000001,14.0,23.02,0.298,0.265,0.127,0.147,0.09300000000000001,0.242,3940.0,1819.0,235,3801,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,13.0,7.0,0.1709486166007905,0.14723320158102765,0.3784584980237154,0.3033596837944664,0.099,0.0,0.017,0.266,0.501,0.038,0.133,0.804,Manufacturing-dependent,0.474,0.053,0.205,0.07400000000000001,13.0,20.09,0.32799999999999996,0.17300000000000001,0.10400000000000001,0.154,0.091,0.257,9069.0,4440.0,291,3802,a
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,14.0,12.0,0.16616915422885573,0.15124378109452735,0.3462686567164178,0.33631840796019896,0.18,0.016,0.003,0.244,0.525,0.07,0.124,0.757,Manufacturing-dependent,0.444,0.04,0.313,0.138,10.0,19.43,0.315,0.228,0.127,0.147,0.099,0.321,1900.0,2160.0,342,3805,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,11.0,8.0,0.2095141700404858,0.12044534412955465,0.2591093117408907,0.4109311740890689,0.172,0.01,0.006999999999999999,0.235,0.503,0.187,0.038,0.737,Nonspecialized,0.428,0.044000000000000004,0.29600000000000004,0.141,9.0,23.13,0.285,0.205,0.113,0.147,0.063,0.276,6739.0,1669.0,266,3808,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,7.0,6.0,0.2964426877470356,0.04150197628458498,0.25296442687747034,0.40909090909090906,0.15,0.008,0.01,0.162,0.467,0.055,0.004,0.9009999999999999,Recreation,0.569,0.043,0.198,0.111,12.0,17.5,0.2,0.157,0.055999999999999994,0.213,0.106,0.17,8059.0,4000.0,155,3810,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,12.0,15.0,0.11623246492985975,0.20841683366733468,0.3657314629258517,0.30961923847695394,0.17800000000000002,0.012,0.001,0.221,0.504,0.015,0.068,0.902,Nonspecialized,0.38799999999999996,0.075,0.21,0.052000000000000005,12.0,37.03,0.363,0.28300000000000003,0.153,0.078,0.109,0.38299999999999995,2580.0,2150.0,359,3811,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,7.0,9.0,0.20459081836327345,0.0998003992015968,0.3213572854291417,0.374251497005988,0.19,0.012,0.017,0.23800000000000002,0.461,0.055999999999999994,0.021,0.88,Federal/State government-dependent,0.377,0.069,0.261,0.23,13.0,45.65,0.276,0.14800000000000002,0.09,0.15,0.08199999999999999,0.22699999999999998,5659.0,2649.0,296,3812,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,16.0,8.0,0.14455445544554454,0.2702970297029703,0.33663366336633666,0.2485148514851485,0.154,0.015,0.005,0.267,0.49700000000000005,0.48700000000000004,0.069,0.436,Farm-dependent,0.475,0.034,0.359,0.16699999999999998,9.0,31.590000000000003,0.327,0.205,0.11800000000000001,0.147,0.081,0.29100000000000004,1689.0,2500.0,272,3813,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,14.0,6.0,0.3567193675889328,0.060276679841897225,0.2134387351778656,0.3695652173913043,0.12,0.017,0.03,0.251,0.505,0.161,0.052000000000000005,0.706,Nonspecialized,0.45899999999999996,0.035,0.177,0.094,13.0,9.19,0.21899999999999997,0.182,0.069,0.15,0.095,0.16699999999999998,1030.0,1759.0,218,3815,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",11.0,13.0,0.133,0.25,0.386,0.231,0.17800000000000002,0.003,0.002,0.223,0.503,0.036000000000000004,0.08900000000000001,0.845,Nonspecialized,0.42100000000000004,0.08800000000000001,0.276,0.099,13.0,29.56,0.265,0.198,0.121,0.147,0.091,0.305,4509.0,3640.0,330,3816,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,8.0,8.0,0.339737108190091,0.06572295247724974,0.3114256825075834,0.28311425682507585,0.134,0.011000000000000001,0.013999999999999999,0.21899999999999997,0.505,0.067,0.033,0.883,Recreation,0.5379999999999999,0.059000000000000004,0.125,0.043,11.0,8.52,0.259,0.17800000000000002,0.08,0.18,0.07200000000000001,0.23199999999999998,1490.0,1809.0,257,3817,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,12.0,9.0,0.30230230230230226,0.1201201201201201,0.3123123123123123,0.2652652652652652,0.138,0.008,0.051,0.24,0.52,0.157,0.187,0.5820000000000001,Nonspecialized,0.503,0.06,0.17300000000000001,0.053,12.0,8.12,0.27899999999999997,0.19,0.094,0.16699999999999998,0.08199999999999999,0.26,1369.0,979.0,272,3819,a
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,9.0,0.20930232558139533,0.12133468149646108,0.3478260869565217,0.32153690596562184,0.168,0.008,0.008,0.19699999999999998,0.486,0.028999999999999998,0.043,0.917,Nonspecialized,0.479,0.054000000000000006,0.125,0.049,12.0,11.47,0.285,0.27899999999999997,0.105,0.223,0.07400000000000001,0.222,2399.0,3449.0,259,3821,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",13.0,9.0,0.1936127744510978,0.24251497005988026,0.2974051896207585,0.26646706586826346,0.139,0.012,0.003,0.292,0.493,0.43700000000000006,0.006999999999999999,0.541,Farm-dependent,0.588,0.019,0.358,0.205,11.0,31.74,0.289,0.205,0.096,0.147,0.06,0.27899999999999997,5579.0,2779.0,295,3822,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,12.0,10.0,0.1897233201581028,0.08695652173913042,0.3804347826086957,0.3428853754940711,0.166,0.005,0.005,0.251,0.483,0.027999999999999997,0.0,0.956,Nonspecialized,0.5589999999999999,0.042,0.135,0.076,13.0,16.54,0.295,0.217,0.129,0.23199999999999998,0.059000000000000004,0.243,3900.0,1929.0,204,3827,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,9.0,9.0,0.17676266137040714,0.13306852035749753,0.4011916583912613,0.28897715988083417,0.19899999999999998,0.0,0.0,0.21899999999999997,0.502,0.01,0.023,0.95,Manufacturing-dependent,0.519,0.055,0.187,0.083,14.0,14.82,0.331,0.252,0.11599999999999999,0.147,0.08199999999999999,0.331,1609.0,1350.0,248,3832,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,8.0,13.0,0.1865079365079365,0.09027777777777778,0.43948412698412703,0.2837301587301587,0.20800000000000002,0.006999999999999999,0.003,0.17600000000000002,0.516,0.006,0.011000000000000001,0.96,Manufacturing-dependent,0.43200000000000005,0.076,0.18600000000000003,0.04,14.0,10.67,0.345,0.267,0.146,0.14,0.085,0.36200000000000004,5930.0,3969.0,291,3835,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,12.0,5.0,0.3669634025717111,0.062314540059347175,0.24431256181998015,0.3264094955489614,0.08,0.009000000000000001,0.031,0.262,0.496,0.094,0.165,0.68,Federal/State government-dependent,0.47700000000000004,0.051,0.11699999999999999,0.06,13.0,9.19,0.313,0.17,0.07200000000000001,0.147,0.068,0.207,3000.0,2999.0,210,3837,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,12.0,11.0,0.15160642570281124,0.11947791164658635,0.5,0.22891566265060245,0.158,0.0,0.018000000000000002,0.248,0.506,0.011000000000000001,0.013000000000000001,0.9520000000000001,Manufacturing-dependent,0.511,0.055,0.17600000000000002,0.063,13.0,23.81,0.29100000000000004,0.222,0.124,0.168,0.079,0.34,3059.0,1749.0,299,3843,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,13.0,6.0,0.3978174603174604,0.07539682539682539,0.2093253968253968,0.31746031746031744,0.11800000000000001,0.009000000000000001,0.055,0.24100000000000002,0.506,0.18600000000000003,0.099,0.632,Nonspecialized,0.522,0.040999999999999995,0.21100000000000002,0.10099999999999999,13.0,6.08,0.221,0.157,0.061,0.172,0.091,0.16,1060.0,1230.0,210,3846,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,18.0,8.0,0.1866801210898083,0.3057517658930374,0.28456104944500504,0.22300706357214936,0.102,0.024,0.022000000000000002,0.293,0.478,0.444,0.012,0.503,Manufacturing-dependent,0.428,0.043,0.342,0.182,11.0,29.7,0.307,0.166,0.079,0.147,0.055,0.321,3669.0,2360.0,300,3847,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,11.0,8.0,0.2847082494969819,0.04225352112676057,0.3158953722334004,0.35714285714285715,0.136,0.0,0.003,0.242,0.508,0.02,0.008,0.9520000000000001,Nonspecialized,0.5479999999999999,0.038,0.086,0.023,10.0,12.11,0.285,0.13699999999999998,0.091,0.212,0.069,0.278,3149.0,1670.0,217,3848,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",10.0,14.0,0.2225519287833828,0.08902077151335312,0.34322453016815035,0.3452027695351137,0.223,0.168,0.005,0.20600000000000002,0.5,0.017,0.001,0.784,Recreation,0.473,0.094,0.174,0.073,11.0,33.54,0.262,0.278,0.10099999999999999,0.255,0.07,0.237,1290.0,819.0,257,3852,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",16.0,12.0,0.11614173228346455,0.2933070866141732,0.3730314960629921,0.21751968503937008,0.182,0.01,0.004,0.29600000000000004,0.499,0.902,0.008,0.08199999999999999,Federal/State government-dependent,0.364,0.115,0.34299999999999997,0.10400000000000001,8.0,30.28,0.289,0.205,0.107,0.147,0.12300000000000001,0.275,7230.0,7160.0,362,3853,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",8.0,7.0,0.3001988071570577,0.06461232604373758,0.2882703777335984,0.34691848906560635,0.213,0.008,0.003,0.184,0.483,0.04,0.004,0.937,Recreation,0.48,0.067,0.218,0.11199999999999999,10.0,19.44,0.231,0.182,0.08199999999999999,0.163,0.065,0.20800000000000002,1370.0,559.0,170,3854,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",12.0,13.0,0.1412825651302605,0.08817635270541081,0.4629258517034068,0.3076152304609218,0.19699999999999998,0.0,0.002,0.243,0.522,0.006999999999999999,0.004,0.9640000000000001,Farm-dependent,0.496,0.062,0.21899999999999997,0.105,10.0,36.33,0.319,0.11199999999999999,0.11900000000000001,0.147,0.076,0.287,3210.0,1350.0,334,3855,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,13.0,9.0,0.2553191489361702,0.1286727456940223,0.3343465045592705,0.281661600810537,0.13699999999999998,0.006,0.003,0.23,0.527,0.040999999999999995,0.369,0.5720000000000001,Nonspecialized,0.469,0.066,0.20600000000000002,0.064,14.0,18.06,0.369,0.19399999999999998,0.14,0.1,0.09699999999999999,0.314,1610.0,720.0,303,3860,b
